,0
26131,Arlington Heights Christian School
26132,Montessori School-Corpus Christi
26133,Yorktown Christian Academy
26134,Annapolis Christian Academy
26135,Omega School for Girls
26136,Parkdale Baptist School
26137,Gardendale Baptist Child Development Center
26138,Hoover Elementary School
26139,College View Elementary
26140,Rue Elementary School
26141,Titan Hill Intermediate School
26142,Franklin Elementary School
26143,Gerald W Kirn Middle School
26144,Bloomer Elementary School
26145,Lewis & Clark Elementary School
26146,Longfellow Elementary School
26147,Roosevelt Elementary School
26148,Lewis Central Senior High School
26149,Lewis Central Middle School
26150,Edison Elementary School
26151,Woodrow Wilson Middle School
26152,Abraham Lincoln High School
26153,Thomas Jefferson High School
26154,St Albert Catholic Schools
26155,St. Albert Middle School
26156,St. Albert Elementary School
26157,Trinity Lutheran Interparish School
26158,Montessori Childrens House
26159,Liberty Christian School
26160,Heartland Christian School
26161,Alegent Little Blessings Dc
26162,Ellen Bailey Day Care
26163,Hoover Elementary School
26164,College View Elementary
26165,Rue Elementary School
26166,Titan Hill Intermediate School
26167,Franklin Elementary School
26168,Gerald W Kirn Middle School
26169,Bloomer Elementary School
26170,Lewis & Clark Elementary School
26171,Longfellow Elementary School
26172,Roosevelt Elementary School
26173,Lewis Central Senior High School
26174,Lewis Central Middle School
26175,Edison Elementary School
26176,Woodrow Wilson Middle School
26177,Abraham Lincoln High School
26178,Thomas Jefferson High School
26179,St Albert Catholic Schools
26180,St. Albert Middle School
26181,St. Albert Elementary School
26182,Trinity Lutheran Interparish School
26183,Montessori Childrens House
26184,Liberty Christian School
26185,Heartland Christian School
26186,Alegent Little Blessings Dc
26187,Ellen Bailey Day Care
26188,Barbara Busch Day Care
26189,Carolyn Cox Day Care
26190,St. Marks Day Care Center
26191,Learning Journey Day Care
26192,Hilltop Child Development Center
26193,Victory Kids
26194,Karrie Feekin Day Care
26195,Mother Goose CCC-Site 1
26196,Iowa Western Child Center
26197,Kitty Whisinnand Day Care
26198,Michelle Cavanaugh Day Care
26199,Miles Of Smile Home Dc
26200,Crayons Playhouse Childcare
26201,Timothy Luth Pre-School
26202,Carla Hodge Day Care
26203,Mom's House Child Care
26204,Children's Choice Country
26205,Kid's Zone
26206,Michelle Wilcox Day Care
26207,Sharon Mckray Day Care
26208,Little People Day Care
26209,Darla Johnson Day Care
26210,Council Bluffs Head Start
26211,Little Blessings Mercy
26212,Helen Mendoza Day Care
26213,Barbara Busch Day Care
26214,Carolyn Cox Day Care
26215,St. Marks Day Care Center
26216,Learning Journey Day Care
26217,Hilltop Child Development Center
26218,Victory Kids
26219,Karrie Feekin Day Care
26220,Mother Goose CCC-Site 1
26221,Iowa Western Child Center
26222,Kitty Whisinnand Day Care
26223,Michelle Cavanaugh Day Care
26224,Miles Of Smile Home Dc
26225,Crayons Playhouse Childcare
26226,Timothy Luth Pre-School
26227,Carla Hodge Day Care
26228,Mom's House Child Care
26229,Children's Choice Country
26230,Kid's Zone
26231,Michelle Wilcox Day Care
26232,Sharon Mckray Day Care
26233,Little People Day Care
26234,Darla Johnson Day Care
26235,Council Bluffs Head Start
26236,Little Blessings Mercy
26237,Helen Mendoza Day Care
26238,Jennie's House
26239,Children's Center
26240,St. Albert Junior/Senior High School
26241,Bridgewood Education
26242,Lakin Campus Head Start
26243,Kids & Co-Franklin Es
26244,Kids & Co-Hoover School
26245,Kids & Co-Bloomer
26246,Kids & Co-Roosevelt
26247,Kids & Co Lewis & Clark
26248,Heartland Child Development
26249,Kids & County Longfellow
26250,Heartland Child Development Center
26251,Sunnydale Child Care Center & Pre-School
26252,Heather's Helpers
26253,Madison Avenue Early High School
26254,Children's Center Dc Ii
26255,E A Kreft Primary School
26256,Jennie's House
26257,Children's Center
26258,St. Albert Junior/Senior High School
26259,Bridgewood Education
26260,Lakin Campus Head Start
26261,Kids & Co-Franklin Es
26262,Kids & Co-Hoover School
26263,Kids & Co-Bloomer
26264,Kids & Co-Roosevelt
26265,Kids & Co Lewis & Clark
26266,Heartland Child Development
26267,Kids & County Longfellow
26268,Heartland Child Development Center
26269,Sunnydale Child Care Center & Pre-School
26270,Heather's Helpers
26271,Madison Avenue Early High School
26272,Children's Center Dc Ii
26273,E A Kreft Primary School
26274,Northwood Elementary School
26275,Riverside Elementary School
26276,Antioch Elementary School
26277,Davidson Middle School
26278,Shoal River Middle School
26279,Crestview High School
26280,Bob Sikes Elementary School
26281,Walker Elementary School
26282,Okaloosa Online Non Franchised
26283,Emerald Coast Career Institute N
26284,Childcare Network 132
26285,Crestview Head Start Program
26286,Kids Discovery I I I
26287,Kennedy Head Start Center
26288,Crestview Infant Care
26289,Kids Learning Corner
26290,Twin Hills Learning Center
26291,Wesleyan Day Care Center
26292,Lakewood Christian School
26293,Discovery Kids Day Care Center
26294,Magnolia Top Tots Learning Child Care Center
26295,Southside Center
26296,Richbourg School
26297,Lakewood Christian School
26298,Lakewood Christian School
26299,Northwood Elementary School
26300,Riverside Elementary School
26301,Antioch Elementary School
26302,Davidson Middle School
26303,Shoal River Middle School
26304,Crestview High School
26305,Bob Sikes Elementary School
26306,Walker Elementary School
26307,Okaloosa Online Non Franchised
26308,Emerald Coast Career Institute N
26309,Childcare Network 132
26310,Crestview Head Start Program
26311,Kids Discovery I I I
26312,Kennedy Head Start Center
26313,Crestview Infant Care
26314,Kids Learning Corner
26315,Twin Hills Learning Center
26316,Wesleyan Day Care Center
26317,Lakewood Christian School
26318,Discovery Kids Day Care Center
26319,Magnolia Top Tots Learning Child Care Center
26320,Southside Center
26321,Richbourg School
26322,Lakewood Christian School
26323,Lakewood Christian School
26324,Sunshine Corner Day Care
26325,Learning Tree Day Care
26326,Kids Learning Corner Ii
26327,1st United Methodist Ch Child Care Center-St Mark
26328,Childcare Net 183 Child Care Center-Brmde
26329,Central Baptist Kidcare Child Care Center
26330,Alpha & Omega Christian Lc
26331,Bay Street Head Start
26332,Okaloosa County Head Start
26333,Shoal River Learning Center
26334,Twin Hills Learning Center-W
26335,North Okaloosa Ed Academy
26336,New Beginnings Church Nursery
26337,Kid's Crayon Box Child Care Center
26338,Okaloosa Virtual Instruction (Course Offerings)
26339,Montessori Children's House
26340,Tall Pines Christian Academy
26341,Sunshine Corner Day Care
26342,Learning Tree Day Care
26343,Kids Learning Corner Ii
26344,1st United Methodist Ch Child Care Center-St Mark
26345,Childcare Net 183 Child Care Center-Brmde
26346,Central Baptist Kidcare Child Care Center
26347,Alpha & Omega Christian Lc
26348,Bay Street Head Start
26349,Okaloosa County Head Start
26350,Shoal River Learning Center
26351,Twin Hills Learning Center-W
26352,North Okaloosa Ed Academy
26353,New Beginnings Church Nursery
26354,Kid's Crayon Box Child Care Center
26355,Okaloosa Virtual Instruction (Course Offerings)
26356,Montessori Children's House
26357,Tall Pines Christian Academy
26358,Northeast Elementary School
26359,Parkside Elementary School
26360,Center For Career & Technology Education
26361,Bel Air Elementary School
26362,Cresaptown Elementary School
26363,Braddock Middle School
26364,John Humbird Elementary School
26365,Allegany High School
26366,West Side Elementary School
26367,Fort Hill High School
26368,Washington Middle School
26369,South Penn Elementary School
26370,St. John Neumann School
26371,Bishop Walsh School
26372,Lighthouse Christian Academy
26373,The Jefferson School At Finan Center
26374,Humpty Dumpty Learning Cen
26375,Beginnings - A Montessori Preschool & Kindergarten
26376,Mexico Farms Child Care Center
26377,Ac Child Day Care Center
26378,Bowling Green Day Care Center
26379,Smiling Faces Day Care Center
26380,Discovery Days Child Care Center
26381,St. Luke's Learning Center
26382,Hrdc Cumberland St Head Start
26383,Northeast Elementary School
26384,Parkside Elementary School
26385,Center For Career & Technology Education
26386,Bel Air Elementary School
26387,Cresaptown Elementary School
26388,Braddock Middle School
26389,John Humbird Elementary School
26390,Allegany High School
26391,West Side Elementary School
26392,Fort Hill High School
26393,Washington Middle School
26394,South Penn Elementary School
26395,St. John Neumann School
26396,Bishop Walsh School
26397,Lighthouse Christian Academy
26398,The Jefferson School At Finan Center
26399,Humpty Dumpty Learning Cen
26400,Beginnings - A Montessori Preschool & Kindergarten
26401,Mexico Farms Child Care Center
26402,Ac Child Day Care Center
26403,Bowling Green Day Care Center
26404,Smiling Faces Day Care Center
26405,Discovery Days Child Care Center
26406,St. Luke's Learning Center
26407,Hrdc Cumberland St Head Start
26408,Central YMCA-Tiny Tots
26409,Cumberland Street Head Start
26410,Beginnings Montessori School
26411,Ymca Sch/Age Child Care Center
26412,Sweet Peas Early Learning Center
26413,Beginnings-Mont Pre-School & Kindergarten
26414,Central YMCA-Tiny Tots
26415,Cumberland Street Head Start
26416,Beginnings Montessori School
26417,Ymca Sch/Age Child Care Center
26418,Sweet Peas Early Learning Center
26419,Beginnings-Mont Pre-School & Kindergarten
26420,Irma Lerma Rangel Young Women's Leadership School
26421,Richland Collegiate High School Of Math Sci
26422,Trinidad Garza Early College High School at Mountain View
26423,School Of Health Professions
26424,School Of Science And Engineering
26425,Rosie Sorrells Education And Socia
26426,Judge Barefoot Sanders Law Magnet
26427,School for the Talented and Gifted
26428,George Bannerman Dealey Montessori
26429,Solar Preparatory School For Girls At Bonham
26430,Armstrong Elementary School
26431,Hyer Elementary School
26432,University Park Elementary School
26433,William B Travis Acdmy/Vngrd For A
26434,Early College High School
26435,School Of Business And Management
26436,Lakewood Elementary School
26437,Mockingbird Elementary
26438,Dallas Environmental Science Acade
26439,Henry W Longfellow Career Explorat
26440,Dr Wright L Lassiter Jr Early Coll
26441,Barack Obama Male Leadership Academy
26442,Uplift Williams Preparatory Middle
26443,Uplift Infinity H S
26444,Bradfield Elementary School
26445,Irma Lerma Rangel Young Women's Leadership School
26446,Richland Collegiate High School Of Math Sci
26447,Trinidad Garza Early College High School at Mountain View
26448,School Of Health Professions
26449,School Of Science And Engineering
26450,Rosie Sorrells Education And Socia
26451,Judge Barefoot Sanders Law Magnet
26452,School for the Talented and Gifted
26453,George Bannerman Dealey Montessori
26454,Solar Preparatory School For Girls At Bonham
26455,Armstrong Elementary School
26456,Hyer Elementary School
26457,University Park Elementary School
26458,William B Travis Acdmy/Vngrd For A
26459,Early College High School
26460,School Of Business And Management
26461,Lakewood Elementary School
26462,Mockingbird Elementary
26463,Dallas Environmental Science Acade
26464,Henry W Longfellow Career Explorat
26465,Dr Wright L Lassiter Jr Early Coll
26466,Barack Obama Male Leadership Academy
26467,Uplift Williams Preparatory Middle
26468,Uplift Infinity H S
26469,Bradfield Elementary School
26470,Highland Park High School
26471,Jimmie Tyler Brashear Elementary School
26472,"Uplift Education - North Hills Preparatory, Primary"
26473,Harry Stone Montessori Academy (Es
26474,Booker T. Washington High for the Performing and Visual Arts
26475,Charles A Gill Elementary School
26476,Margaret B Henderson Elementary School
26477,Kathlyn Joy Gilliam Collegiate Academy
26478,Uplift Education-North Hills Prep
26479,Everette Lee Degolyer Elementary School
26480,Harry C Withers Elementary School
26481,Balch Springs Middle School
26482,Highland Park Middle School
26483,Mcculloch Intermediate School
26484,Bowie Elementary School
26485,Brentfield Elementary School
26486,Uplift Education-North Hills Prep
26487,Anne Frank Elementary School
26488,Felix G Botello Elementary School
26489,Jack Lowe Sr Elementary School
26490,Arturo Salazar Elementary School
26491,Golden Rule
26492,Casa View Elementary School
26493,Martin Luther King Jr Learning Cen
26494,L O Donald Elementary School
26495,Highland Park High School
26496,Jimmie Tyler Brashear Elementary School
26497,"Uplift Education - North Hills Preparatory, Primary"
26498,Harry Stone Montessori Academy (Es
26499,Booker T. Washington High for the Performing and Visual Arts
26500,Charles A Gill Elementary School
26501,Margaret B Henderson Elementary School
26502,Kathlyn Joy Gilliam Collegiate Academy
26503,Uplift Education-North Hills Prep
26504,Everette Lee Degolyer Elementary School
26505,Harry C Withers Elementary School
26506,Balch Springs Middle School
26507,Highland Park Middle School
26508,Mcculloch Intermediate School
26509,Bowie Elementary School
26510,Brentfield Elementary School
26511,Uplift Education-North Hills Prep
26512,Anne Frank Elementary School
26513,Felix G Botello Elementary School
26514,Jack Lowe Sr Elementary School
26515,Arturo Salazar Elementary School
26516,Golden Rule
26517,Casa View Elementary School
26518,Martin Luther King Jr Learning Cen
26519,L O Donald Elementary School
26520,Julius Dorsey Elementary School
26521,Tom C Gooch Elementary School
26522,W E Greiner Exploratory Arts Acade
26523,Nathaniel Hawthorne Elementary School
26524,Victor High Hexter Elementary School
26525,L L Hotchkiss Elementary School
26526,Paul L Dunbar Learning Center
26527,John J Pershing Elementary School
26528,Winnetka Elementary School
26529,J P Starks Elementary School
26530,Nathan Adams Elementary School
26531,Harmony School Of Business - Dallas
